host,home,year,category,anti_avoidance_rule,appl_max,conduit,min_rate_max,rate_shopping,min_rate_max_no_aa,rate_shopping_no_aa,min_available,min_available_no_aa,rate_weighted_mean,advantage_over_rest,equally_more_advantageous_conduit_exists,treaty_in_place
SEN,MUS,2017,shares,NA,0,1,0,0,0,0,0,0,26.55067370503329,26.55067370503329,1,1
SEN,MUS,2017,technical_services,NA,0,1,0,0,0,0,0,0,16.747164859831077,16.747164859831077,1,1
SEN,MUS,2018,dividends_subst,NA,0,1,0,0,0,0,0,0,9.70176469988787,9.70176469988787,0,1
SEN,MUS,2018,interest_general,NA,0,1,0,0,0,0,0,0,18.73716846522129,18.73716846522129,0,1
SEN,MUS,2018,land_rich,NA,0,1,0,0,0,0,0,0,28.633645242325805,28.633645242325805,1,1
SEN,MUS,2018,royalties_general,NA,0,1,0,0,0,0,0,0,18.638157863284675,18.638157863284675,0,1
SEN,MUS,2018,shares,NA,0,1,0,0,0,0,0,0,26.55067370503329,26.55067370503329,1,1
SEN,MUS,2018,technical_services,NA,0,1,0,0,0,0,0,0,16.747164859831077,16.747164859831077,1,1
SEN,MUS,2019,dividends_subst,NA,10,1,5,5,5,5,5,5,9.65589139019918,-0.3441086098008199,1,0
SEN,MUS,2019,interest_general,NA,20,1,5,15,5,15,5,5,18.64542184584391,-1.3545781541560906,1,0
SEN,MUS,2019,land_rich,NA,30,1,0,30,0,30,0,0,28.688847326958797,-1.311152673041203,1,0
SEN,MUS,2019,royalties_general,NA,20,1,5,15,5,15,5,5,18.546411243907293,-1.4535887560927065,1,0
SEN,MUS,2019,shares,NA,30,1,0,30,0,30,0,0,26.605875789666282,-3.394124210333718,1,0
SEN,MUS,2019,technical_services,NA,20,1,0,20,0,20,0,0,16.526870231320988,-3.473129768679012,1,0
SEN,MUS,2020,dividends_subst,NA,10,1,5,5,5,5,5,5,9.65589139019918,-0.3441086098008199,1,0
SEN,MUS,2020,interest_general,NA,20,1,5,15,5,15,5,5,18.64542184584391,-1.3545781541560906,1,0
SEN,MUS,2020,land_rich,NA,30,1,0,30,0,30,0,0,28.688847326958797,-1.311152673041203,1,0
SEN,MUS,2020,royalties_general,NA,20,1,5,15,5,15,5,5,18.546411243907293,-1.4535887560927065,1,0
SEN,MUS,2020,shares,NA,30,1,0,30,0,30,0,0,26.605875789666282,-3.394124210333718,1,0
SEN,MUS,2020,technical_services,NA,20,1,0,20,0,20,0,0,16.526870231320988,-3.473129768679012,1,0
SEN,MUS,2021,dividends_subst,NA,10,1,5,5,5,5,5,5,9.65589139019918,-0.3441086098008199,1,0
SEN,MUS,2021,interest_general,NA,20,1,5,15,5,15,5,5,18.64542184584391,-1.3545781541560906,1,0
SEN,MUS,2021,land_rich,NA,30,1,0,30,0,30,0,0,28.688847326958797,-1.311152673041203,1,0
SEN,MUS,2021,royalties_general,NA,20,1,5,15,5,15,5,5,18.546411243907293,-1.4535887560927065,1,0
SEN,MUS,2021,shares,NA,30,1,0,30,0,30,0,0,26.605875789666282,-3.394124210333718,1,0
SEN,MUS,2021,technical_services,NA,20,1,0,20,0,20,0,0,16.526870231320988,-3.473129768679012,1,0
