ctry1,ctry2,name,Status,Conclusion,Entry,Effective,Termination,ctry1_iso,ctry2_iso,paircode
Belgium,United States, Tax Treaty (1970),Status: Terminated,1970,1971,1972,2008,BEL,USA,BEL - USA
Belgium,Uzbekistan, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,1997,BEL,UZB,BEL - UZB
Belgium,Macedonia (FYR), and Capital Tax Treaty (1980),Status: Terminated,1980,1984,1983,2018,BEL,MKD,BEL - MKD
Belize,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,BLZ,DNK,BLZ - DNK
Belize,Norway, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,BLZ,NOR,BLZ - NOR
Belize,Sweden, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,BLZ,SWE,BLZ - SWE
Bosnia and Herzegovina,Czech Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2011,BIH,CZE,BIH - CZE
Bosnia and Herzegovina,Denmark, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2005,BIH,DNK,BIH - DNK
Bosnia and Herzegovina,Poland, and Capital Tax Treaty (1985),Status: Terminated,1985,1986,1985,2017,BIH,POL,BIH - POL
Bosnia and Herzegovina,Romania, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2019,BIH,ROU,BIH - ROU
Botswana,United Kingdom, Tax Treaty (1977),Status: Terminated,1977,1976,1978,2007,BWA,GBR,BWA - GBR
Brazil,Finland, Tax Treaty (1972),Status: Terminated,1972,1974,1973,1998,BRA,FIN,BRA - FIN
Brazil,Germany, and Capital Tax Treaty (1975),Status: Terminated,1975,1976,1975,2006,BRA,DEU,BRA - DEU
Brazil,Portugal, Tax Treaty (1971),Status: Terminated,1971,1972,1971,2000,BRA,PRT,BRA - PRT
British Virgin Islands,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,VGB,DNK,VGB - DNK
British Virgin Islands,Norway, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,VGB,NOR,VGB - NOR
British Virgin Islands,Sweden, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,VGB,SWE,VGB - SWE
Bulgaria,Cyprus, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2001,BGR,CYP,BGR - CYP
Bulgaria,Denmark, Tax Treaty (Employment) (1977),Status: Terminated,1977,1977,1977,1990,BGR,DNK,BGR - DNK
Bulgaria,Germany, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1988,2011,BGR,DEU,BGR - DEU
Bulgaria,Norway, and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,2016,BGR,NOR,BGR - NOR
Bulgaria,Romania, and Capital Tax Treaty (1994),Status: Terminated,1994,1996,1995,2017,BGR,ROU,BGR - ROU
Bulgaria,Switzerland, and Capital Tax Treaty (1991),Status: Terminated,1991,1994,1993,2014,BGR,CHE,BGR - CHE
Bulgaria,United Kingdom, Tax Treaty (1987),Status: Terminated,1987,1988,1987,2016,BGR,GBR,BGR - GBR
Canada,Czech Republic, and Capital Tax Treaty (1990),Status: Terminated,1990,1992,1992,2003,CAN,CZE,CAN - CZE
Canada,Denmark, Tax Treaty (1955),Status: Terminated,1955,1956,1956,1999,CAN,DNK,CAN - DNK
Canada,Finland, Tax Treaty (1959),Status: Terminated,1959,1958,1959,1993,CAN,FIN,CAN - FIN
Canada,Germany, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1983,2001,CAN,DEU,CAN - DEU
Canada,Germany, Tax Treaty (1956),Status: Terminated,1956,1954,1957,1983,CAN,DEU,CAN - DEU
Canada,Ireland, Tax Treaty (1966),Status: Terminated,1966,1968,1967,2006,CAN,IRL,CAN - IRL
Canada,Italy, Tax Treaty (1977),Status: Terminated,1977,1980,1980,2011,CAN,ITA,CAN - ITA
Canada,Luxembourg, and Capital Tax Treaty (1989),Status: Terminated,1989,1991,1991,2001,CAN,LUX,CAN - LUX
Canada,Moldova, Tax Treaty (1985),Status: Terminated,1985,1987,1986,2003,CAN,MDA,CAN - MDA
Canada,Netherlands, Tax Treaty (1957),Status: Terminated,1957,1954,1959,1987,CAN,NLD,CAN - NLD
Canada,Norway, Tax Treaty (1966),Status: Terminated,1966,1966,1966,2003,CAN,NOR,CAN - NOR
Canada,Poland, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1989,2014,CAN,POL,CAN - POL
Canada,Romania, and Capital Tax Treaty (1978),Status: Terminated,1978,1978,1980,2005,CAN,ROU,CAN - ROU
Canada,Russia, Tax Treaty (1985),Status: Terminated,1985,1987,1986,1998,CAN,RUS,CAN - RUS
Canada,Slovak Republic, and Capital Tax Treaty (1990),Status: Terminated,1990,1992,1992,2002,CAN,SVK,CAN - SVK
Canada,Sweden, and Capital Tax Treaty (1983),Status: Terminated,1983,1985,1984,1998,CAN,SWE,CAN - SWE
Canada,Switzerland, and Capital Tax Treaty (1976),Status: Terminated,1976,1976,1977,1998,CAN,CHE,CAN - CHE
Canada,Ukraine, Tax Treaty (1985),Status: Terminated,1985,1987,1986,1998,CAN,UKR,CAN - UKR
Canada,United Kingdom, Tax Treaty (1966),Status: Terminated,1966,1965,1967,1976,CAN,GBR,CAN - GBR
China (People's Rep.),Croatia, and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,2002,CHN,HRV,CHN - HRV
China (People's Rep.),Czech Republic, Tax Treaty (1987),Status: Terminated,1987,1988,1987,2012,CHN,CZE,CHN - CZE
China (People's Rep.),Denmark, Tax Treaty (1986),Status: Terminated,1986,1987,1986,2013,CHN,DNK,CHN - DNK
China (People's Rep.),Finland, Tax Treaty (1986),Status: Terminated,1986,1988,1987,2011,CHN,FIN,CHN - FIN
China (People's Rep.),France, Tax Treaty (1984),Status: Terminated,1984,1986,1985,2015,CHN,FRA,CHN - FRA
China (People's Rep.),Germany, and Capital Tax Treaty (1985),Status: Terminated,1985,1985,1986,2017,CHN,DEU,CHN - DEU
China (People's Rep.),Malta, Tax Treaty (1993),Status: Terminated,1993,1995,1994,2012,CHN,MLT,CHN - MLT
China (People's Rep.),Netherlands, Tax Treaty (1987),Status: Terminated,1987,1989,1988,2015,CHN,NLD,CHN - NLD
China (People's Rep.),Romania, Tax Treaty (1991),Status: Terminated,1991,1993,1992,2018,CHN,ROU,CHN - ROU
China (People's Rep.),Russia, Tax Treaty (1994),Status: Terminated,1994,1998,1997,2017,CHN,RUS,CHN - RUS
China (People's Rep.),Serbia and Montenegro, and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1998,CHN,NA,CHN - NA
China (People's Rep.),Slovenia, and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1996,CHN,SVN,CHN - SVN
China (People's Rep.),Switzerland, and Capital Tax Treaty (1990),Status: Terminated,1990,1990,1991,2015,CHN,CHE,CHN - CHE
China (People's Rep.),United Kingdom, Tax Treaty (1984),Status: Terminated,1984,1985,1984,2014,CHN,GBR,CHN - GBR
China (People's Rep.),Macedonia (FYR), and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1998,CHN,MKD,CHN - MKD
Comoros Islands,France,", Inheritance, Registration and Stamp Tax Treaty (1970)",Status: Terminated,1970,1968,1971,1992,COM,FRA,COM - FRA
Congo (Rep.),France,", Inheritance, Registration and Stamp Tax Treaty (1967)",Status: Terminated,1967,1969,1969,1989,COG,FRA,COG - FRA
Croatia,Czech Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2000,HRV,CZE,HRV - CZE
Croatia,Denmark, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2010,HRV,DNK,HRV - DNK
Croatia,France, Tax Treaty (1974),Status: Terminated,1974,1975,1975,2006,HRV,FRA,HRV - FRA
Croatia,Germany, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1988,2007,HRV,DEU,HRV - DEU
Croatia,Hungary, and Capital Tax Treaty (1985),Status: Terminated,1985,1988,1987,1999,HRV,HUN,HRV - HUN
Croatia,Italy, and Capital Tax Treaty (1982),Status: Terminated,1982,1986,1985,2010,HRV,ITA,HRV - ITA
Croatia,Netherlands, and Capital Tax Treaty (1982),Status: Terminated,1982,1984,1983,2002,HRV,NLD,HRV - NLD
Croatia,Poland, and Capital Tax Treaty (1985),Status: Terminated,1985,1986,1985,1997,HRV,POL,HRV - POL
Croatia,Romania, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1997,HRV,ROU,HRV - ROU
Croatia,Slovak Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,1997,HRV,SVK,HRV - SVK
Croatia,United Kingdom, Tax Treaty (1981),Status: Terminated,1981,1983,1982,2016,HRV,GBR,HRV - GBR
Cyprus,Czech Republic, and Capital Tax Treaty (1980),Status: Terminated,1980,1981,1980,2010,CYP,CZE,CYP - CZE
Cyprus,Denmark, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1981,2012,CYP,DNK,CYP - DNK
Cyprus,Egypt, Tax Treaty (1993),Status: Terminated,1993,1996,1995,2021,CYP,EGY,CYP - EGY
Cyprus,Germany, and Capital Tax Treaty (1974),Status: Terminated,1974,1970,1977,2012,CYP,DEU,CYP - DEU
Cyprus,India, and Capital Tax Treaty (1994),Status: Terminated,1994,1993,1994,2017,CYP,IND,CYP - IND
Cyprus,Kuwait, and Capital Tax Treaty (1984),Status: Terminated,1984,1986,1986,2014,CYP,KWT,CYP - KWT
Cyprus,Moldova, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2009,CYP,MDA,CYP - MDA
Cyprus,Norway, Tax Treaty (1955),Status: Terminated,1955,1954,1955,2015,CYP,NOR,CYP - NOR
Cyprus,Russia, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2000,CYP,RUS,CYP - RUS
Cyprus,Slovenia, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2012,CYP,SVN,CYP - SVN
Cyprus,Ukraine, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2014,CYP,UKR,CYP - UKR
Cyprus,United Kingdom, Tax Treaty (1974),Status: Terminated,1974,1973,1975,2019,CYP,GBR,CYP - GBR
Czech Republic,Denmark, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1982,2013,CZE,DNK,CZE - DNK
Czech Republic,Finland, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,1996,CZE,FIN,CZE - FIN
Czech Republic,France, and Capital Tax Treaty (1973),Status: Terminated,1973,1975,1975,2006,CZE,FRA,CZE - FRA
Czech Republic,India, Tax Treaty (1986),Status: Terminated,1986,1985,1987,2000,CZE,IND,CZE - IND
Czech Republic,Korea (Rep.), Tax Treaty (1992),Status: Terminated,1992,1995,1995,2020,CZE,KOR,CZE - KOR
Czech Republic,Luxembourg, and Capital Tax Treaty (1991),Status: Terminated,1991,1993,1992,2015,CZE,LUX,CZE - LUX
Czech Republic,Norway, and Capital Tax Treaty (1979),Status: Terminated,1979,1980,1979,2006,CZE,NOR,CZE - NOR
Czech Republic,Poland, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2013,CZE,POL,CZE - POL
Czech Republic,Serbia and Montenegro, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2006,CZE,NA,CZE - NA
Czech Republic,Slovenia, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,1999,CZE,SVN,CZE - SVN
Czech Republic,Macedonia (FYR), and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2003,CZE,MKD,CZE - MKD
Denmark,Dominica, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,DMA,DNK - DMA
Denmark,Falkland Islands, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1998,DNK,FLK,DNK - FLK
Denmark,Faroe Islands, Tax Treaty (1986),Status: Terminated,1986,1987,1986,1990,DNK,FRO,DNK - FRO
Denmark,France, and Capital Tax Treaty (1957),Status: Terminated,1957,1958,1958,2009,DNK,FRA,DNK - FRA
Denmark,Gambia, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,GMB,DNK - GMB
Denmark,Georgia, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2009,DNK,GEO,DNK - GEO
Denmark,Germany, and Capital Tax Treaty (1962),Status: Terminated,1962,1958,1964,1997,DNK,DEU,DNK - DEU
Denmark,Ghana, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,GHA,DNK - GHA
Denmark,Hungary, and Capital Tax Treaty (1978),Status: Terminated,1978,1980,1979,2013,DNK,HUN,DNK - HUN
Denmark,India, Tax Treaty (1959),Status: Terminated,1959,NA,NA,1990,DNK,IND,DNK - IND
Denmark,Ireland, Tax Treaty (1964),Status: Terminated,1964,1961,1965,1994,DNK,IRL,DNK - IRL
Denmark,Israel, and Capital Tax Treaty (1966),Status: Terminated,1966,1965,1966,2012,DNK,ISR,DNK - ISR
Denmark,Italy, and Capital Tax Treaty (1980),Status: Terminated,1980,1978,1983,2004,DNK,ITA,DNK - ITA
Denmark,Jamaica, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1992,DNK,JAM,DNK - JAM
Denmark,Japan, Tax Treaty (1968),Status: Terminated,1968,1968,1968,2019,DNK,JPN,DNK - JPN
Denmark,Kazakhstan, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1995,DNK,KAZ,DNK - KAZ
Denmark,Kiribati, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,KIR,DNK - KIR
Denmark,Malawi, Tax Treaty (1959),Status: Terminated,1959,NA,NA,1993,DNK,MWI,DNK - MWI
Denmark,Malta, Tax Treaty (1975),Status: Terminated,1975,1974,1975,1993,DNK,MLT,DNK - MLT
Denmark,Mauritius, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,MUS,DNK - MUS
Denmark,Moldova, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,DNK,MDA,DNK - MDA
Denmark,Montserrat, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,MSR,DNK - MSR
Denmark,Netherlands, and Capital Tax Treaty (1957),Status: Terminated,1957,1954,1958,1999,DNK,NLD,DNK - NLD
Denmark,Netherlands Antilles, and Capital Tax Treaty (1960),Status: Terminated,1960,1958,NA,1987,DNK,NA,DNK - NA
Denmark,Nigeria, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,NGA,DNK - NGA
Denmark,Pakistan, Tax Treaty (1961),Status: Terminated,1961,1959,1962,1988,DNK,PAK,DNK - PAK
Denmark,Philippines, and Capital Tax Treaty (1966),Status: Terminated,1966,1974,1973,1997,DNK,PHL,DNK - PHL
Denmark,Poland, and Capital Tax Treaty (1976),Status: Terminated,1976,1974,1976,2003,DNK,POL,DNK - POL
Denmark,Portugal, Tax Treaty (1972),Status: Terminated,1972,1974,1973,1995,DNK,PRT,DNK - PRT
Denmark,Russia, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1998,DNK,RUS,DNK - RUS
Denmark,Sierra Leone, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,SLE,DNK - SLE
Denmark,Singapore, Tax Treaty (1986),Status: Terminated,1986,1985,1986,2001,DNK,SGP,DNK - SGP
Denmark,Slovenia, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2003,DNK,SVN,DNK - SVN
Denmark,Solomon Islands, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,SLB,DNK - SLB
Denmark,Spain, and Capital Tax Treaty (1972),Status: Terminated,1972,1974,1973,2009,DNK,ESP,DNK - ESP
Denmark,St. Kitts and Nevis, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1988,DNK,KNA,DNK - KNA
Denmark,St. Lucia, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,LCA,DNK - LCA
Denmark,St. Vincent and the Grenadines, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,VCT,DNK - VCT
Denmark,Thailand, and Capital Tax Treaty (1965),Status: Terminated,1965,1965,1965,2000,DNK,THA,DNK - THA
Denmark,Turkmenistan, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2000,DNK,TKM,DNK - TKM
Denmark,Tuvalu, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,TUV,DNK - TUV
Denmark,Uganda, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,UGA,DNK - UGA
Denmark,Ukraine, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1997,DNK,UKR,DNK - UKR
Denmark,United States, Tax Treaty (1948),Status: Terminated,1948,1948,1948,2001,DNK,USA,DNK - USA
Denmark,Uzbekistan, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,DNK,UZB,DNK - UZB
Denmark,Yemen, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,DNK,YEM,DNK - YEM
Denmark,Macedonia (FYR), and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2001,DNK,MKD,DNK - MKD
Dominica,Norway, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,DMA,NOR,DMA - NOR
Dominica,Sweden, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,DMA,SWE,DMA - SWE
Dominica,United Kingdom, Tax Treaty (1949),Status: Terminated,1949,1949,NA,1987,DMA,GBR,DMA - GBR
Egypt,Germany, Tax Treaty (1959),Status: Terminated,1959,1958,1961,1992,EGY,DEU,EGY - DEU
Egypt,Serbia and Montenegro, Tax Treaty (1987),Status: Terminated,1987,1989,1988,2007,EGY,NA,EGY - NA
Egypt,Sweden, and Capital Tax Treaty (1958),Status: Terminated,1958,1958,1959,1997,EGY,SWE,EGY - SWE
Estonia,Latvia, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2002,EST,LVA,EST - LVA
Estonia,Lithuania, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2006,EST,LTU,EST - LTU
Estonia,Luxembourg, and Capital Tax Treaty (2006),Status: Terminated,2006,2008,2007,2016,EST,LUX,EST - LUX
Falkland Islands,Switzerland, Tax Treaty (1963),Status: Terminated,1963,1961,1961,1997,FLK,CHE,FLK - CHE
Falkland Islands,United Kingdom, Tax Treaty (1984),Status: Terminated,1984,1982,1984,1997,FLK,GBR,FLK - GBR
Faroe Islands,United Kingdom, Tax Treaty (1960),Status: Terminated,1960,NA,NA,1998,FRO,GBR,FRO - GBR
Finland,Germany, and Capital Tax Treaty (1979),Status: Terminated,1979,1981,1982,2018,FIN,DEU,FIN - DEU
Finland,India, and Capital Tax Treaty (1983),Status: Terminated,1983,1985,1984,2011,FIN,IND,FIN - IND
Finland,Ireland, and Capital Tax Treaty (1969),Status: Terminated,1969,1969,1970,1990,FIN,IRL,FIN - IRL
Finland,Israel, and Capital Tax Treaty (1965),Status: Terminated,1965,1965,1966,1999,FIN,ISR,FIN - ISR
Finland,Malta, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,2002,FIN,MLT,FIN - MLT
Finland,Morocco, and Capital Tax Treaty (1973),Status: Terminated,1973,1980,1980,2013,FIN,MAR,FIN - MAR
Finland,Netherlands, and Capital Tax Treaty (1970),Status: Terminated,1970,1968,1971,1998,FIN,NLD,FIN - NLD
Finland,Poland, and Capital Tax Treaty (1977),Status: Terminated,1977,1980,1979,2011,FIN,POL,FIN - POL
Finland,Portugal, and Capital Tax Treaty (1970),Status: Terminated,1970,1972,1971,2019,FIN,PRT,FIN - PRT
Finland,Romania, and Capital Tax Treaty (1977),Status: Terminated,1977,1979,1978,2001,FIN,ROU,FIN - ROU
Finland,Russia, Tax Treaty (1987),Status: Terminated,1987,1987,1988,2003,FIN,RUS,FIN - RUS
Finland,Singapore, Tax Treaty (1981),Status: Terminated,1981,1983,1982,2003,FIN,SGP,FIN - SGP
Finland,Slovak Republic, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,2001,FIN,SVK,FIN - SVK
Finland,Slovenia, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2005,FIN,SVN,FIN - SVN
Finland,Sri Lanka, and Capital Tax Treaty (1982),Status: Terminated,1982,1981,1984,2019,FIN,LKA,FIN - LKA
Finland,Switzerland, and Capital Tax Treaty (1956),Status: Terminated,1956,1956,1957,1990,FIN,CHE,FIN - CHE
Finland,Turkey, Tax Treaty (1986),Status: Terminated,1986,1989,1988,2013,FIN,TUR,FIN - TUR
Finland,Ukraine, Tax Treaty (1987),Status: Terminated,1987,1987,1988,1996,FIN,UKR,FIN - UKR
Finland,United States, Tax Treaty (1970),Status: Terminated,1970,1971,1971,1991,FIN,USA,FIN - USA
Finland,Macedonia (FYR), and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,FIN,MKD,FIN - MKD
France,Gabon,", Inheritance, Registration and Stamp Tax Treaty (1966)",Status: Terminated,1966,1963,1969,2009,FRA,GAB,FRA - GAB
France,Georgia, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2011,FRA,GEO,FRA - GEO
France,India, Tax Treaty (1969),Status: Terminated,1969,1970,1970,1995,FRA,IND,FRA - IND
France,Israel, Tax Treaty (1963),Status: Terminated,1963,1964,1964,1997,FRA,ISR,FRA - ISR
France,Italy, and Capital Tax Treaty (1958),Status: Terminated,1958,1967,1967,1992,FRA,ITA,FRA - ITA
France,Japan, Tax Treaty (1964),Status: Terminated,1964,1965,1965,1997,FRA,JPN,FRA - JPN
France,Kazakhstan, Tax Treaty (1985),Status: Terminated,1985,1988,1987,1996,FRA,KAZ,FRA - KAZ
France,Luxembourg, and Capital Tax Treaty (1958),Status: Terminated,1958,1957,1960,2020,FRA,LUX,FRA - LUX
France,Mayotte,", Inheritance, Registration and Stamp Tax Treaty (1970)",Status: Terminated,1970,1968,1971,2014,FRA,MYT,FRA - MYT
France,Pakistan, Tax Treaty (1966),Status: Terminated,1966,1961,1969,1997,FRA,PAK,FRA - PAK
France,Panama, Tax Treaty (1995),Status: Terminated,1995,1996,1996,2013,FRA,PAN,FRA - PAN
France,Russia, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2000,FRA,RUS,FRA - RUS
France,Singapore, Tax Treaty (1974),Status: Terminated,1974,1971,1975,2017,FRA,SGP,FRA - SGP
France,Slovenia, Tax Treaty (1974),Status: Terminated,1974,1975,1975,2008,FRA,SVN,FRA - SVN
France,Spain, and Capital Tax Treaty (1973),Status: Terminated,1973,1975,1975,1998,FRA,ESP,FRA - ESP
France,Sweden, and Capital Tax Treaty (1936),Status: Terminated,1936,1938,1938,1993,FRA,SWE,FRA - SWE
France,Ukraine, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2000,FRA,UKR,FRA - UKR
France,United Kingdom, Tax Treaty (1968),Status: Terminated,1968,1966,1969,2010,FRA,GBR,FRA - GBR
France,United States, and Capital Tax Treaty (1967),Status: Terminated,1967,1967,1968,1996,FRA,USA,FRA - USA
France,Uzbekistan, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2004,FRA,UZB,FRA - UZB
France,Macedonia (FYR), Tax Treaty (1974),Status: Terminated,1974,1975,1975,2005,FRA,MKD,FRA - MKD
Gambia,Norway, Tax Treaty (1955),Status: Terminated,1955,1954,1955,1998,GMB,NOR,GMB - NOR
Georgia,Spain, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2007,GEO,ESP,GEO - ESP
Georgia,Switzerland, Tax Treaty (1986),Status: Terminated,1986,1989,1988,2012,GEO,CHE,GEO - CHE
Germany,Hungary, and Capital Tax Treaty (1977),Status: Terminated,1977,1980,1979,2012,DEU,HUN,DEU - HUN
Germany,India, and Capital Tax Treaty (1959),Status: Terminated,1959,1957,1960,1997,DEU,IND,DEU - IND
Germany,Indonesia, and Capital Tax Treaty (1977),Status: Terminated,1977,1976,1979,1992,DEU,IDN,DEU - IDN
Germany,Ireland, and Capital Tax Treaty (1962),Status: Terminated,1962,1959,1964,2013,DEU,IRL,DEU - IRL
Germany,Israel, Tax Treaty (1962),Status: Terminated,1962,1961,1966,2017,DEU,ISR,DEU - ISR
Germany,Italy, and Capital Tax Treaty (1925),Status: Terminated,1925,1926,1925,1993,DEU,ITA,DEU - ITA
Germany,Japan, and Capital Tax Treaty (1966),Status: Terminated,1966,1967,1967,2017,DEU,JPN,DEU - JPN
Germany,Jersey, Tax Treaty (2008),Status: Terminated,2008,2010,2009,2014,DEU,JEY,DEU - JEY
Germany,Kazakhstan, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,1996,DEU,KAZ,DEU - KAZ
Germany,Korea (Rep.), and Capital Tax Treaty (1976),Status: Terminated,1976,1976,1978,2003,DEU,KOR,DEU - KOR
Germany,Kuwait, and Capital Tax Treaty (1987),Status: Terminated,1987,1984,1989,1998,DEU,KWT,DEU - KWT
Germany,Kyrgyzstan, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2007,DEU,KGZ,DEU - KGZ
Germany,Luxembourg, and Capital Tax Treaty (1958),Status: Terminated,1958,1957,1960,2014,DEU,LUX,DEU - LUX
Germany,Malaysia, Tax Treaty (1977),Status: Terminated,1977,1971,1979,2011,DEU,MYS,DEU - MYS
Germany,Malta, and Capital Tax Treaty (1974),Status: Terminated,1974,1973,1976,2002,DEU,MLT,DEU - MLT
Germany,Mauritius, and Capital Tax Treaty (1978),Status: Terminated,1978,1979,1981,2013,DEU,MUS,DEU - MUS
Germany,Mexico, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2010,DEU,MEX,DEU - MEX
Germany,Netherlands, and Capital Tax Treaty (1959),Status: Terminated,1959,1956,1960,2016,DEU,NLD,DEU - NLD
Germany,Norway, and Capital Tax Treaty (1958),Status: Terminated,1958,1957,1960,1991,DEU,NOR,DEU - NOR
Germany,Pakistan, Tax Treaty (1958),Status: Terminated,1958,1957,1960,1995,DEU,PAK,DEU - PAK
Germany,Philippines, and Capital Tax Treaty (1983),Status: Terminated,1983,1985,1984,2016,DEU,PHL,DEU - PHL
Germany,Poland, and Capital Tax Treaty (1972),Status: Terminated,1972,1972,1975,2005,DEU,POL,DEU - POL
Germany,Romania, and Capital Tax Treaty (1973),Status: Terminated,1973,1972,1975,2004,DEU,ROU,DEU - ROU
Germany,Russia, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,1997,DEU,RUS,DEU - RUS
Germany,Singapore, and Capital Tax Treaty (1972),Status: Terminated,1972,1968,1973,2007,DEU,SGP,DEU - SGP
Germany,Slovenia, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1988,2007,DEU,SVN,DEU - SVN
Germany,Spain, and Capital Tax Treaty (1966),Status: Terminated,1966,1968,1968,2013,DEU,ESP,DEU - ESP
Germany,Sweden, and Capital Tax Treaty (1959),Status: Terminated,1959,1959,1960,1995,DEU,SWE,DEU - SWE
Germany,Tajikistan, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2005,DEU,TJK,DEU - TJK
Germany,Tunisia, and Capital Tax Treaty (1975),Status: Terminated,1975,1976,1976,2020,DEU,TUN,DEU - TUN
Germany,Turkey, and Capital Tax Treaty (1985),Status: Terminated,1985,1990,1989,2011,DEU,TUR,DEU - TUR
Germany,Turkmenistan, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2018,DEU,TKM,DEU - TKM
Germany,Ukraine, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,1997,DEU,UKR,DEU - UKR
Germany,United Arab Emirates, and Capital Tax Treaty (1995),Status: Terminated,1995,1992,1996,2009,DEU,ARE,DEU - ARE
Germany,United Kingdom, and Capital Tax Treaty (1964),Status: Terminated,1964,1960,1967,2011,DEU,GBR,DEU - GBR
