ctry1,ctry2,name,Status,Conclusion,Entry,Effective,Termination,ctry1_iso,ctry2_iso,paircode
United Kingdom,Kazakhstan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,NA,GBR,KAZ,GBR - KAZ
United States,Kazakhstan,Income Tax Treaty(1973),Status: Terminated,1973,1976,1976,NA,USA,KAZ,USA - KAZ
Norway,Kiribati,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,KIR,NOR - KIR
Sweden,Kiribati,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,KIR,SWE - KIR
Singapore,Korea (Rep.),Income Tax Treaty(1979),Status: Terminated,1979,1981,1979,2020,SGP,KOR,SGP - KOR
Thailand,Korea (Rep.),Income Tax Treaty(1974),Status: Terminated,1974,1977,1977,2008,THA,KOR,THA - KOR
United Arab Emirates,Korea (Rep.),Income Tax Treaty(2003),Status: Terminated,2003,2005,2003,2021,ARE,KOR,ARE - KOR
United Kingdom,Korea (Rep.),Income Tax Treaty(1977),Status: Terminated,1977,1978,1976,1997,GBR,KOR,GBR - KOR
Mongolia,Kuwait,Income Tax Treaty(1998),Status: Terminated,1998,NA,1998,2015,MNG,KWT,MNG - KWT
Malaysia,Kyrgyzstan,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,MYS,KGZ,MYS - KGZ
Netherlands,Kyrgyzstan,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2010,NLD,KGZ,NLD - KGZ
Norway,Kyrgyzstan,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,2010,NOR,KGZ,NOR - KGZ
Sweden,Kyrgyzstan,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2010,SWE,KGZ,SWE - KGZ
Switzerland,Kyrgyzstan,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,2002,CHE,KGZ,CHE - KGZ
United Kingdom,Kyrgyzstan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,2010,GBR,KGZ,GBR - KGZ
United States,Kyrgyzstan,Income Tax Treaty(1973),Status: Terminated,1973,1976,1976,2010,USA,KGZ,USA - KGZ
Mongolia,Luxembourg,Income and Capital Tax Treaty(1998),Status: Terminated,1998,2004,2004,2014,MNG,LUX,MNG - LUX
Singapore,Luxembourg,Income and Capital Tax Treaty(1993),Status: Terminated,1993,1996,1996,2016,SGP,LUX,SGP - LUX
Serbia,Malaysia,Income Tax Treaty(1990),Status: Terminated,1990,1990,1991,2019,SRB,MYS,SRB - MYS
Singapore,Malaysia,Income Tax Treaty(1968),Status: Terminated,1968,1968,1968,2007,SGP,MYS,SGP - MYS
Sri Lanka,Malaysia,Income Tax Treaty(1972),Status: Terminated,1972,NA,1967,2000,LKA,MYS,LKA - MYS
Sweden,Malaysia,Income Tax Treaty(1970),Status: Terminated,1970,1971,1968,2006,SWE,MYS,SWE - MYS
Tajikistan,Malaysia,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,TJK,MYS,TJK - MYS
Turkmenistan,Malaysia,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,TKM,MYS,TKM - MYS
Denmark,Anguilla,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,DNK,AIA,DNK - AIA
Norway,Anguilla,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,AIA,NOR - AIA
Sweden,Anguilla,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,AIA,SWE - AIA
Denmark,Antigua and Barbuda,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,DNK,ATG,DNK - ATG
Norway,Antigua and Barbuda,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,ATG,NOR - ATG
Sweden,Antigua and Barbuda,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,ATG,SWE - ATG
United States,Aruba,Income Tax Treaty(1948),Status: Terminated,1948,NA,1986,1988,USA,ABW,USA - ABW
Denmark,Barbados,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,BRB,DNK - BRB
Norway,Barbados,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,BRB,NOR - BRB
United Kingdom,Barbados,Income Tax Treaty(1970),Status: Terminated,1970,1970,1969,2013,GBR,BRB,GBR - BRB
United Kingdom,Barbados,Income Tax Treaty(1949),Status: Terminated,1949,1949,1948,1969,GBR,BRB,GBR - BRB
Denmark,Belize,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DNK,BLZ,DNK - BLZ
Norway,Belize,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,BLZ,NOR - BLZ
Sweden,Belize,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,BLZ,SWE - BLZ
Denmark,British Virgin Islands,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,DNK,VGB,DNK - VGB
Japan,British Virgin Islands,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,JPN,VGB,JPN - VGB
Norway,British Virgin Islands,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,VGB,NOR - VGB
Sweden,British Virgin Islands,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,VGB,SWE - VGB
Trinidad and Tobago,Canada,Income Tax Treaty(1966),Status: Terminated,1966,1967,1967,1996,TTO,CAN,TTO - CAN
Dominica,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,DMA,DNK,DMA - DNK
United Kingdom,Malaysia,Income Tax Treaty(1973),Status: Terminated,1973,1973,1973,2000,GBR,MYS,GBR - MYS
Uzbekistan,Malaysia,Income Tax Treaty(1987),Status: Terminated,1987,NA,1989,NA,UZB,MYS,UZB - MYS
Netherlands,Mongolia,Income Tax Treaty(2002),Status: Terminated,2002,2003,2004,2014,NLD,MNG,NLD - MNG
United Arab Emirates,Mongolia,Income Tax Treaty(2001),Status: Terminated,2001,NA,2001,2015,ARE,MNG,ARE - MNG
Tajikistan,Netherlands,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2021,TJK,NLD,TJK - NLD
Turkmenistan,Netherlands,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,2000,TKM,NLD,TKM - NLD
Uzbekistan,Netherlands,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,NA,UZB,NLD,UZB - NLD
Samoa,New Zealand,Income Tax Treaty(2010),Status: Terminated,2010,2012,2013,2016,WSM,NZL,WSM - NZL
Singapore,New Zealand,Income Tax Treaty(1973),Status: Terminated,1973,1973,1973,2011,SGP,NZL,SGP - NZL
United Kingdom,New Zealand,Income Tax Treaty(1966),Status: Terminated,1966,1966,1965,1984,GBR,NZL,GBR - NZL
United Kingdom,New Zealand,Income Tax Treaty(1947),Status: Terminated,1947,1947,1946,1965,GBR,NZL,GBR - NZL
United States,New Zealand,Income Tax Treaty(1948),Status: Terminated,1948,1951,1952,1984,USA,NZL,USA - NZL
Singapore,Norway,Income Tax Treaty(1984),Status: Terminated,1984,1985,1986,1999,SGP,NOR,SGP - NOR
Singapore,Norway,Income Tax Treaty(1966),Status: Terminated,1966,1966,1966,1986,SGP,NOR,SGP - NOR
Solomon Islands,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,SLB,NOR,SLB - NOR
Sri Lanka,Norway,Income and Capital Tax Treaty(1964),Status: Terminated,1964,1966,1962,1989,LKA,NOR,LKA - NOR
Tajikistan,Norway,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,TJK,NOR,TJK - NOR
Thailand,Norway,Income and Capital Tax Treaty(1964),Status: Terminated,1964,1964,1964,2004,THA,NOR,THA - NOR
Tuvalu,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,TUV,NOR,TUV - NOR
Uzbekistan,Norway,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,UZB,NOR,UZB - NOR
Romania,Pakistan,Income Tax Treaty(1978),Status: Terminated,1978,1980,1980,2002,ROU,PAK,ROU - PAK
Switzerland,Pakistan,Income Tax Treaty(2005),Status: Terminated,2005,2008,2009,2019,CHE,PAK,CHE - PAK
Switzerland,Pakistan,Income Tax Treaty(1959),Status: Terminated,1959,1960,1959,2009,CHE,PAK,CHE - PAK
United Kingdom,Pakistan,Income Tax Treaty(1961),Status: Terminated,1961,NA,1960,1988,GBR,PAK,GBR - PAK
Sweden,Philippines,Income Tax Treaty(1987),Status: Terminated,1987,1989,1990,2004,SWE,PHL,SWE - PHL
Jamaica,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1992,JAM,DNK,JAM - DNK
Montserrat,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,MSR,DNK,MSR - DNK
Netherlands Antilles,Denmark,Income and Capital Tax Treaty(1960),Status: Terminated,1960,NA,1958,1987,NA,DNK,NA - DNK
St. Kitts and Nevis,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1988,KNA,DNK,KNA - DNK
St. Lucia,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,LCA,DNK,LCA - DNK
St. Vincent and the Grenadines,Denmark,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1993,VCT,DNK,VCT - DNK
Norway,Dominica,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,DMA,NOR - DMA
Sweden,Dominica,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,DMA,SWE - DMA
United Kingdom,Dominica,Income Tax Treaty(1949),Status: Terminated,1949,NA,1949,1987,GBR,DMA,GBR - DMA
Norway,Grenada,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,GRD,NOR - GRD
Sweden,Grenada,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,GRD,SWE - GRD
Montserrat,Japan,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,MSR,JPN,MSR - JPN
Norway,Montserrat,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,MSR,NOR - MSR
Sweden,Montserrat,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,MSR,SWE - MSR
United Kingdom,Netherlands Antilles,Income Tax Treaty(1970),Status: Terminated,1970,1971,1970,1989,GBR,NA,GBR - NA
United States,Netherlands Antilles,Income Tax Treaty(1948),Status: Terminated,1948,NA,1955,1988,USA,NA,USA - NA
St. Kitts and Nevis,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,KNA,NOR,KNA - NOR
St. Lucia,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,LCA,NOR,LCA - NOR
St. Vincent and the Grenadines,Norway,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,VCT,NOR,VCT - NOR
Trinidad and Tobago,South Africa,Income Tax Treaty(1960),Status: Terminated,1960,1960,1951,NA,TTO,ZAF,TTO - ZAF
Sweden,Philippines,Income and Capital Tax Treaty(1966),Status: Terminated,1966,1969,1970,1990,SWE,PHL,SWE - PHL
Thailand,Philippines,Income Tax Treaty(1982),Status: Terminated,1982,1983,1983,2019,THA,PHL,THA - PHL
Singapore,Poland,Income Tax Treaty(1993),Status: Terminated,1993,1993,1993,2015,SGP,POL,SGP - POL
Sri Lanka,Poland,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1983,1983,2020,LKA,POL,LKA - POL
South Africa,Singapore,Income Tax Treaty(1996),Status: Terminated,1996,1997,1998,2017,ZAF,SGP,ZAF - SGP
Sri Lanka,Singapore,Income Tax Treaty(1979),Status: Terminated,1979,1980,1977,2018,LKA,SGP,LKA - SGP
Switzerland,Singapore,Income and Capital Tax Treaty(1975),Status: Terminated,1975,1976,1974,2013,CHE,SGP,CHE - SGP
Thailand,Singapore,Income Tax Treaty(1975),Status: Terminated,1975,1976,1976,2017,THA,SGP,THA - SGP
United Kingdom,Singapore,Income Tax Treaty(1966),Status: Terminated,1966,1967,1966,1998,GBR,SGP,GBR - SGP
Sri Lanka,Slovenia,Income and Capital Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,LKA,SVN,LKA - SVN
Uzbekistan,Spain,Income and Capital Tax Treaty(1985),Status: Terminated,1985,1986,1987,2010,UZB,ESP,UZB - ESP
Sweden,Sri Lanka,Income Tax Treaty(1957),Status: Terminated,1957,NA,NA,1985,SWE,LKA,SWE - LKA
United Kingdom,Sri Lanka,Income Tax Treaty(1950),Status: Terminated,1950,1950,1950,1965,GBR,LKA,GBR - LKA
Tajikistan,Sweden,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,TJK,SWE,TJK - SWE
Thailand,Sweden,Income and Capital Tax Treaty(1961),Status: Terminated,1961,1962,1961,1990,THA,SWE,THA - SWE
Tuvalu,Sweden,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,TUV,SWE,TUV - SWE
Uzbekistan,Sweden,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,UZB,SWE,UZB - SWE
Tajikistan,Switzerland,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,NA,TJK,CHE,TJK - CHE
Turkmenistan,Switzerland,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,2014,TKM,CHE,TKM - CHE
Uzbekistan,Switzerland,Income Tax Treaty(1986),Status: Terminated,1986,1988,1989,NA,UZB,CHE,UZB - CHE
United Kingdom,Tajikistan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,NA,GBR,TJK,GBR - TJK
United Kingdom,Turkmenistan,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,2017,GBR,TKM,GBR - TKM
Uzbekistan,United Kingdom,Income Tax Treaty(1985),Status: Terminated,1985,1986,1986,1995,UZB,GBR,UZB - GBR
Sweden,St. Kitts and Nevis,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,KNA,SWE - KNA
Sweden,St. Lucia,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,LCA,SWE - LCA
Sweden,St. Vincent and the Grenadines,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,VCT,SWE - VCT
Iran,Afghanistan,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,IRN,AFG,IRN - AFG
Pakistan,Afghanistan,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,PAK,AFG,PAK - AFG
Turkey,Afghanistan,Income Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,TUR,AFG,TUR - AFG
Austria,Albania,Income and Capital Tax Treaty(2007),Status: In Force,2007,2008,2009,NA,AUT,ALB,AUT - ALB
Austria,Albania,Income and Capital Tax Treaty(2007)_1,Status: In Force,2007,2008,2009,NA,AUT,ALB,AUT - ALB
Austria,Albania,Income and Capital Tax Treaty(2007)_2,Status: In Force,2007,2008,2009,NA,AUT,ALB,AUT - ALB
Azerbaijan,Albania,Income and Capital Tax Treaty,Status: Under Negotiations,NA,NA,NA,NA,AZE,ALB,AZE - ALB
Belgium,Albania,Income and Capital Tax Treaty(2002),Status: In Force,2002,2004,2005,NA,BEL,ALB,BEL - ALB
Belgium,Albania,Income and Capital Tax Treaty(2002)_1,Status: In Force,2002,2004,2005,NA,BEL,ALB,BEL - ALB
Belgium,Albania,Income and Capital Tax Treaty(2002)_2,Status: In Force,2002,2004,2005,NA,BEL,ALB,BEL - ALB
Belgium,Albania,Income and Capital Tax Treaty(2002)_3,Status: In Force,2002,2004,2005,NA,BEL,ALB,BEL - ALB
Bosnia and Herzegovina,Albania,Income and Capital Tax Treaty(2008),Status: In Force,2008,2012,2013,NA,BIH,ALB,BIH - ALB
India,Armenia,Income Tax Treaty(1988),Status: Terminated,1988,1989,1990,2005,IND,ARM,IND - ARM
India,Austria,Income Tax Treaty(1963),Status: Terminated,1963,1965,1962,2002,IND,AUT,IND - AUT
Japan,Austria,Income Tax Treaty(1961),Status: Terminated,1961,1963,1963,2019,JPN,AUT,JPN - AUT
Kazakhstan,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,NA,KAZ,AUT,KAZ - AUT
Kyrgyzstan,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2004,KGZ,AUT,KGZ - AUT
Pakistan,Austria,Income Tax Treaty(1970),Status: Terminated,1970,1971,1968,2008,PAK,AUT,PAK - AUT
Tajikistan,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2013,TJK,AUT,TJK - AUT
Turkmenistan,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2017,TKM,AUT,TKM - AUT
Uzbekistan,Austria,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2002,UZB,AUT,UZB - AUT
India,Belarus,Income Tax Treaty(1988),Status: Terminated,1988,1989,1990,NA,IND,BLR,IND - BLR
China (People's Rep.),Belgium,Income Tax Treaty(1985),Status: Terminated,1985,1987,1988,2014,CHN,BEL,CHN - BEL
India,Belgium,Income Tax Treaty(1974),Status: Terminated,1974,1975,1975,1998,IND,BEL,IND - BEL
Indonesia,Belgium,Income and Capital Tax Treaty(1973),Status: Terminated,1973,1975,1975,2001,IDN,BEL,IDN - BEL
Japan,Belgium,Income Tax Treaty(1968),Status: Terminated,1968,1970,1970,2020,JPN,BEL,JPN - BEL
Kazakhstan,Belgium,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,2000,KAZ,BEL,KAZ - BEL
Singapore,Belgium,Income Tax Treaty(1972),Status: Terminated,1972,1973,1973,2009,SGP,BEL,SGP - BEL
Uzbekistan,Belgium,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,1997,UZB,BEL,UZB - BEL
Japan,British Virgin Islands,Income Tax Treaty(1970),Status: Terminated,1970,1970,1963,2001,JPN,VGB,JPN - VGB
India,Canada,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,1998,IND,CAN,IND - CAN
Japan,Canada,Income Tax Treaty(1964),Status: Terminated,1964,1965,1965,1988,JPN,CAN,JPN - CAN
Kazakhstan,Canada,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,KAZ,CAN,KAZ - CAN
Korea (Rep.),Canada,Income Tax Treaty(1978),Status: Terminated,1978,1980,1980,2007,KOR,CAN,KOR - CAN
Kyrgyzstan,Canada,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,KGZ,CAN,KGZ - CAN
Kosovo,Albania,Income and Capital Tax Agreement(2004),Status: Terminated,2004,2005,2006,2016,NA,ALB,NA - ALB
France,Algeria,"Income, Inheritance, Registration and Stamp Tax Treaty(1982)",Status: Terminated,1982,1984,1984,2002,FRA,DZA,FRA - DZA
Denmark,Anguilla,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,DNK,AIA,DNK - AIA
Norway,Anguilla,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,AIA,NOR - AIA
Sweden,Anguilla,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,AIA,SWE - AIA
Denmark,Antigua and Barbuda,Income Tax Treaty(1954),Status: Terminated,1954,1954,1954,1987,DNK,ATG,DNK - ATG
Norway,Antigua and Barbuda,Income Tax Treaty(1955),Status: Terminated,1955,1955,1955,1988,NOR,ATG,NOR - ATG
Sweden,Antigua and Barbuda,Income Tax Treaty(1972),Status: Terminated,1972,NA,1972,1988,SWE,ATG,SWE - ATG
Austria,Argentina,Income and Capital Tax Treaty(1979),Status: Terminated,1979,1982,1978,2009,AUT,ARG,AUT - ARG
Chile,Argentina,Income and Capital Tax Treaty(1976),Status: Terminated,1976,1985,1986,2013,CHL,ARG,CHL - ARG
Spain,Argentina,Income and Capital Tax Treaty(1992),Status: Terminated,1992,1994,1995,2013,ESP,ARG,ESP - ARG
Sweden,Argentina,Income and Capital Tax Treaty(1962),Status: Terminated,1962,1962,1963,1998,SWE,ARG,SWE - ARG
Switzerland,Argentina,Income and Capital Tax Treaty(1997),Status: Terminated,1997,NA,2001,2013,CHE,ARG,CHE - ARG
Austria,Armenia,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1982,1979,2005,AUT,ARM,AUT - ARM
Belgium,Armenia,Income and Capital Tax Treaty(1987),Status: Terminated,1987,1991,1990,2005,BEL,ARM,BEL - ARM
Canada,Armenia,Income Tax Treaty(1985),Status: Terminated,1985,1986,1987,NA,CAN,ARM,CAN - ARM
Cyprus,Armenia,Income and Capital Tax Treaty(1982),Status: Terminated,1982,1983,1983,2012,CYP,ARM,CYP - ARM
Denmark,Armenia,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,NA,DNK,ARM,DNK - ARM
Finland,Armenia,Income Tax Treaty(1987),Status: Terminated,1987,1988,1987,NA,FIN,ARM,FIN - ARM
France,Armenia,Income Tax Treaty(1985),Status: Terminated,1985,1987,1988,NA,FRA,ARM,FRA - ARM
Germany,Armenia,Income and Capital Tax Treaty(1981),Status: Terminated,1981,1983,1980,2018,DEU,ARM,DEU - ARM
India,Armenia,Income Tax Treaty(1988),Status: Terminated,1988,1989,1990,2005,IND,ARM,IND - ARM
Italy,Armenia,Income Tax Treaty(1985),Status: Terminated,1985,1989,1990,2009,ITA,ARM,ITA - ARM
Netherlands,Armenia,Income and Capital Tax Treaty(1986),Status: Terminated,1986,1987,1988,NA,NLD,ARM,NLD - ARM
Norway,Armenia,Income and Capital Tax Treaty(1980),Status: Terminated,1980,1981,1982,NA,NOR,ARM,NOR - ARM
Algeria,France,", Inheritance, Registration and Stamp Tax Treaty (1982)",Status: Terminated,1982,1984,1984,2002,DZA,FRA,DZA - FRA
Anguilla,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,AIA,DNK,AIA - DNK
Anguilla,Norway, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,AIA,NOR,AIA - NOR
Anguilla,Sweden, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,AIA,SWE,AIA - SWE
Antigua and Barbuda,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,ATG,DNK,ATG - DNK
Antigua and Barbuda,Norway, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,ATG,NOR,ATG - NOR
Antigua and Barbuda,Sweden, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,ATG,SWE,ATG - SWE
Argentina,Austria, and Capital Tax Treaty (1979),Status: Terminated,1979,1978,1982,2009,ARG,AUT,ARG - AUT
Argentina,Spain, and Capital Tax Treaty (1992),Status: Terminated,1992,1995,1994,2013,ARG,ESP,ARG - ESP
Argentina,Sweden, and Capital Tax Treaty (1962),Status: Terminated,1962,1963,1962,1998,ARG,SWE,ARG - SWE
Argentina,Switzerland, and Capital Tax Treaty (1997),Status: Terminated,1997,2001,NA,2013,ARG,CHE,ARG - CHE
Armenia,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2005,ARM,AUT,ARM - AUT
Armenia,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,2005,ARM,BEL,ARM - BEL
Armenia,Cyprus, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2012,ARM,CYP,ARM - CYP
Armenia,Germany, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2018,ARM,DEU,ARM - DEU
Armenia,India, Tax Treaty (1988),Status: Terminated,1988,1990,1989,2005,ARM,IND,ARM - IND
Armenia,Italy, Tax Treaty (1985),Status: Terminated,1985,1990,1989,2009,ARM,ITA,ARM - ITA
Armenia,Spain, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2007,ARM,ESP,ARM - ESP
Australia,Finland, Tax Treaty (1984),Status: Terminated,1984,1987,1986,2008,AUS,FIN,AUS - FIN
Australia,France, Tax Treaty (1976),Status: Terminated,1976,1973,1977,2010,AUS,FRA,AUS - FRA
Australia,Germany, and Capital Tax Treaty (1972),Status: Terminated,1972,1971,1975,2017,AUS,DEU,AUS - DEU
Australia,Norway, and Capital Tax Treaty (1982),Status: Terminated,1982,1982,1983,2008,AUS,NOR,AUS - NOR
Australia,Switzerland, Tax Treaty (1980),Status: Terminated,1980,1979,1981,2015,AUS,CHE,AUS - CHE
Australia,United Kingdom, Tax Treaty (1967),Status: Terminated,1967,1964,1968,2004,AUS,GBR,AUS - GBR
Australia,United Kingdom, Tax Treaty (1946),Status: Terminated,1946,1946,1947,1964,AUS,GBR,AUS - GBR
